;;Nationalratswahl vom 01.10.2006 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;ÖVP;;;SPÖ;;;FPÖ;;;GRÜNE;;;KPÖ;;;BZÖ;;;MATIN;;;;;;;;;;;;;;;;;;;;;;;;;;
Kenn-Nr.;Bezeichnung;Wahl-berecht.;Wahl-bet. in%;ungült. Stim.;Gültige Stimmen;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;Stimmen;Ant. %;Diff. %;;;;;;;;;;;;;;;;;;;;;;;;
32308;Gutenstein                              ;1.062;85,03;9;894;434;48,55;-6,89;285;31,88;0,01;63;7,05;1,10;57;6,38;0,54;5;0,56;0,34;25;2,80;2,80;25;2,80;2,80;;;;;;;;;;;;;;;;;;;;;;;;
32309;Hochneukirchen - Gschaidt               ;1.375;82,91;30;1.110;699;62,97;-8,98;228;20,54;2,06;105;9,46;3,16;25;2,25;-0,69;5;0,45;0,37;14;1,26;1,26;34;3,06;3,06;;;;;;;;;;;;;;;;;;;;;;;;
32310;Hochwolkersdorf                         ;832;88,46;17;719;310;43,12;-5,23;318;44,23;-0,57;40;5,56;1,87;24;3,34;0,97;4;0,56;0,43;11;1,53;1,53;12;1,67;1,67;;;;;;;;;;;;;;;;;;;;;;;;
32311;Hohe Wand                               ;1.063;82,78;17;863;398;46,12;-8,27;259;30,01;0,71;78;9,04;0,60;68;7,88;0,35;7;0,81;0,58;26;3,01;3,01;27;3,13;3,13;;;;;;;;;;;;;;;;;;;;;;;;
32312;Hollenthon                              ;829;85,04;22;683;400;58,57;-8,94;163;23,87;1,07;63;9,22;2,36;23;3,37;1,28;4;0,59;0,44;15;2,20;2,20;15;2,20;2,20;;;;;;;;;;;;;;;;;;;;;;;;
32313;Katzelsdorf                             ;2.258;83,57;30;1.857;652;35,11;-9,86;634;34,14;-3,53;186;10,02;3,69;273;14,70;5,20;13;0,70;0,36;46;2,48;2,48;53;2,85;2,85;;;;;;;;;;;;;;;;;;;;;;;;
32314;Kirchschlag in der Buckligen Welt       ;2.303;86,24;58;1.928;1.223;63,43;-10,44;332;17,22;1,34;173;8,97;2,16;75;3,89;1,38;10;0,52;0,06;55;2,85;2,85;60;3,11;3,11;;;;;;;;;;;;;;;;;;;;;;;;
32315;Krumbach                                ;1.733;85,05;60;1.414;798;56,44;-11,78;321;22,70;1,12;140;9,90;3,86;62;4,38;1,12;5;0,35;0,00;40;2,83;2,83;48;3,39;3,39;;;;;;;;;;;;;;;;;;;;;;;;
32316;Lanzenkirchen                           ;2.745;80,98;38;2.185;706;32,31;-8,88;959;43,89;-2,21;245;11,21;4,15;145;6,64;1,87;11;0,50;0,13;46;2,11;2,11;73;3,34;3,34;;;;;;;;;;;;;;;;;;;;;;;;
32317;Lichtenegg                              ;813;90,16;26;707;541;76,52;-3,51;56;7,92;-1,57;36;5,09;0,27;34;4,81;-0,01;4;0,57;0,15;17;2,40;2,40;19;2,69;2,69;;;;;;;;;;;;;;;;;;;;;;;;
32318;Lichtenwörth                            ;2.116;81,85;28;1.704;435;25,53;-9,38;804;47,18;-2,93;239;14,03;6,80;109;6,40;0,31;18;1,06;0,09;55;3,23;3,23;44;2,58;2,58;;;;;;;;;;;;;;;;;;;;;;;;
32319;Markt Piesting                          ;2.026;80,01;39;1.582;667;42,16;-12,86;437;27,62;-1,62;189;11,95;4,41;155;9,80;2,99;14;0,88;0,52;47;2,97;2,97;73;4,61;4,61;;;;;;;;;;;;;;;;;;;;;;;;
32320;Matzendorf - Hölles                     ;1.435;85,16;31;1.191;467;39,21;-10,66;433;36,36;-0,64;132;11,08;4,17;80;6,72;2,12;7;0,59;0,33;34;2,85;2,85;38;3,19;3,19;;;;;;;;;;;;;;;;;;;;;;;;
32321;Miesenbach                              ;560;85,89;10;471;263;55,84;-8,16;128;27,18;0,86;45;9,55;4,08;10;2,12;-1,25;3;0,64;0,43;9;1,91;1,91;13;2,76;2,76;;;;;;;;;;;;;;;;;;;;;;;;
32322;Muggendorf                              ;372;87,37;10;315;149;47,30;-8,26;93;29,52;-1,20;24;7,62;-0,55;25;7,94;4,67;0;0,00;-0,65;9;2,86;2,86;15;4,76;4,76;;;;;;;;;;;;;;;;;;;;;;;;
32323;Pernitz                                 ;1.946;81,71;29;1.561;427;27,35;-5,24;724;46,38;-2,72;166;10,63;1,48;129;8,26;0,59;8;0,51;-0,23;28;1,79;1,79;79;5,06;5,06;;;;;;;;;;;;;;;;;;;;;;;;
32324;Rohr im Gebirge                         ;382;82,46;7;308;154;50,00;-13,50;81;26,30;1,15;43;13,96;5,37;13;4,22;1,46;2;0,65;0,65;5;1,62;1,62;10;3,25;3,25;;;;;;;;;;;;;;;;;;;;;;;;
32325;Bromberg                                ;960;88,23;20;827;513;62,03;-5,83;160;19,35;-3,27;82;9,92;4,44;41;4,96;1,39;1;0,12;0,12;15;1,81;1,81;15;1,81;1,81;;;;;;;;;;;;;;;;;;;;;;;;
32326;Schwarzenbach                           ;838;90,69;11;749;247;32,98;-5,56;415;55,41;0,20;50;6,68;2,12;13;1,74;0,70;1;0,13;-0,13;11;1,47;1,47;12;1,60;1,60;;;;;;;;;;;;;;;;;;;;;;;;
32327;Sollenau                                ;3.472;77,36;41;2.645;523;19,77;-9,95;1.397;52,82;-1,10;374;14,14;4,26;138;5,22;-0,23;18;0,68;0,21;91;3,44;3,44;104;3,93;3,93;;;;;;;;;;;;;;;;;;;;;;;;
32330;Theresienfeld                           ;1.863;79,33;28;1.450;328;22,62;-11,02;694;47,86;-1,34;206;14,21;5,42;92;6,34;-0,36;20;1,38;0,68;52;3,59;3,59;58;4,00;4,00;;;;;;;;;;;;;;;;;;;;;;;;
32331;Waidmannsfeld                           ;1.370;82,34;21;1.107;238;21,50;-6,19;615;55,56;-0,76;101;9,12;2,62;86;7,77;-0,01;13;1,17;0,14;16;1,45;1,45;38;3,43;3,43;;;;;;;;;;;;;;;;;;;;;;;;
32332;Waldegg                                 ;1.423;82,08;34;1.134;294;25,93;-11,02;562;49,56;0,97;113;9,96;2,38;97;8,55;2,47;8;0,71;0,53;32;2,82;2,82;28;2,47;2,47;;;;;;;;;;;;;;;;;;;;;;;;
32333;Walpersbach                             ;819;86,57;22;687;307;44,69;-7,02;249;36,24;-3,05;51;7,42;3,71;36;5,24;0,81;7;1,02;0,88;14;2,04;2,04;23;3,35;3,35;;;;;;;;;;;;;;;;;;;;;;;;
32334;Weikersdorf am Steinfelde               ;788;87,82;19;673;325;48,29;-18,90;153;22,73;1,11;118;17,53;11,31;37;5,50;1,15;7;1,04;0,88;14;2,08;2,08;19;2,82;2,82;;;;;;;;;;;;;;;;;;;;;;;;
32335;Wiesmath                                ;1.231;87,73;22;1.058;554;52,36;-6,08;319;30,15;-1,05;78;7,37;1,43;36;3,40;-0,18;12;1,13;0,56;25;2,36;2,36;34;3,21;3,21;;;;;;;;;;;;;;;;;;;;;;;;
32336;Winzendorf - Muthmannsdorf              ;1.376;79,36;31;1.061;390;36,76;-8,32;400;37,70;-0,96;116;10,93;3,07;90;8,48;1,25;10;0,94;-0,05;17;1,60;1,60;38;3,58;3,58;;;;;;;;;;;;;;;;;;;;;;;;
32337;Wöllersdorf - Steinabrückl              ;2.987;78,24;43;2.294;554;24,15;-9,46;1.136;49,52;-0,80;301;13,12;4,48;124;5,41;-0,94;15;0,65;0,39;64;2,79;2,79;100;4,36;4,36;;;;;;;;;;;;;;;;;;;;;;;;
32338;Zillingdorf                             ;1.435;85,71;12;1.218;357;29,31;-8,75;606;49,75;-0,68;128;10,51;5,18;61;5,01;-0,32;9;0,74;0,31;26;2,13;2,13;31;2,55;2,55;;;;;;;;;;;;;;;;;;;;;;;;
324;Bezirk Wien-Umgebung                    ;80.088;78,16;916;61.680;18.222;29,54;-9,29;24.112;39,09;-1,75;6.808;11,04;3,17;8.470;13,73;2,75;543;0,88;0,39;1.612;2,61;2,61;1.913;3,10;3,10;;;;;;;;;;;;;;;;;;;;;;;;
32401;Ebergassing                             ;2.430;80,49;24;1.932;343;17,75;-8,12;1.066;55,18;-1,48;233;12,06;3,97;141;7,30;-0,33;20;1,04;-0,14;63;3,26;3,26;66;3,42;3,42;;;;;;;;;;;;;;;;;;;;;;;;
32402;Fischamend                              ;3.441;74,48;37;2.526;521;20,63;-7,31;1.228;48,61;-2,74;256;10,13;-1,67;216;8,55;1,33;51;2,02;0,91;177;7,01;7,01;77;3,05;3,05;;;;;;;;;;;;;;;;;;;;;;;;
32403;Gablitz                                 ;3.319;79,39;37;2.598;972;37,41;-10,89;766;29,48;-1,38;272;10,47;3,28;440;16,94;4,48;20;0,77;0,55;56;2,16;2,16;72;2,77;2,77;;;;;;;;;;;;;;;;;;;;;;;;
32404;Gerasdorf bei Wien                      ;7.049;79,56;52;5.556;1.461;26,30;-10,23;2.297;41,34;-2,85;823;14,81;4,59;561;10,10;2,65;30;0,54;0,02;172;3,10;3,10;212;3,82;3,82;;;;;;;;;;;;;;;;;;;;;;;;
32405;Gramatneusiedl                          ;1.732;78,58;22;1.339;290;21,66;-7,18;713;53,25;-4,67;145;10,83;4,17;101;7,54;1,60;4;0,30;0,14;42;3,14;3,14;44;3,29;3,29;;;;;;;;;;;;;;;;;;;;;;;;
32406;Himberg                                 ;4.582;81,10;57;3.659;865;23,64;-9,74;1.818;49,69;0,19;458;12,52;3,83;276;7,54;0,56;26;0,71;0,21;99;2,71;2,71;117;3,20;3,20;;;;;;;;;;;;;;;;;;;;;;;;
32407;Klein-Neusiedl                          ;662;75,68;5;496;85;17,14;-5,22;329;66,33;1,60;37;7,46;0,19;22;4,44;0,08;6;1,21;0,48;9;1,81;1,81;8;1,61;1,61;;;;;;;;;;;;;;;;;;;;;;;;
32408;Klosterneuburg                          ;18.905;76,28;226;14.194;5.871;41,36;-9,01;3.483;24,54;-2,10;1.234;8,69;1,34;2.720;19,16;4,95;127;0,89;0,45;340;2,40;2,40;419;2,95;2,95;;;;;;;;;;;;;;;;;;;;;;;;
32409;Lanzendorf                              ;1.190;77,90;10;917;176;19,19;-11,11;504;54,96;1,02;99;10,80;2,03;72;7,85;1,86;8;0,87;0,54;27;2,94;2,94;31;3,38;3,38;;;;;;;;;;;;;;;;;;;;;;;;
32410;Leopoldsdorf                            ;3.060;79,12;28;2.393;610;25,49;-11,65;1.010;42,21;-2,86;354;14,79;7,78;250;10,45;1,43;23;0,96;0,30;51;2,13;2,13;95;3,97;3,97;;;;;;;;;;;;;;;;;;;;;;;;
32411;Maria-Lanzendorf                        ;1.518;77,01;19;1.150;330;28,70;-7,43;462;40,17;-5,46;153;13,30;6,09;128;11,13;1,55;13;1,13;0,62;26;2,26;2,26;38;3,30;3,30;;;;;;;;;;;;;;;;;;;;;;;;
32412;Mauerbach                               ;2.734;81,68;30;2.203;822;37,31;-9,96;634;28,78;-1,09;210;9,53;3,02;402;18,25;3,22;13;0,59;0,23;59;2,68;2,68;63;2,86;2,86;;;;;;;;;;;;;;;;;;;;;;;;
32413;Moosbrunn                               ;1.193;85,25;23;994;341;34,31;-10,57;408;41,05;-1,02;116;11,67;5,45;70;7,04;1,72;4;0,40;0,10;23;2,31;2,31;32;3,22;3,22;;;;;;;;;;;;;;;;;;;;;;;;
32415;Pressbaum                               ;4.580;76,33;59;3.437;1.131;32,91;-10,15;1.006;29,27;-1,85;463;13,47;4,55;624;18,16;2,77;25;0,73;0,44;74;2,15;2,15;114;3,32;3,32;;;;;;;;;;;;;;;;;;;;;;;;
32416;Purkersdorf                             ;6.200;77,45;87;4.715;1.323;28,06;-10,74;1.627;34,51;-2,17;447;9,48;3,20;1.006;21,34;4,83;77;1,63;1,13;86;1,82;1,82;149;3,16;3,16;;;;;;;;;;;;;;;;;;;;;;;;
32417;Rauchenwarth                            ;451;84,48;7;374;213;56,95;-6,06;100;26,74;-1,58;20;5,35;1,59;25;6,68;2,34;0;0,00;-0,29;6;1,60;1,60;10;2,67;2,67;;;;;;;;;;;;;;;;;;;;;;;;
32418;Schwadorf                               ;1.352;82,77;14;1.105;263;23,80;-7,76;624;56,47;-0,12;99;8,96;3,57;63;5,70;0,22;7;0,63;0,28;22;1,99;1,99;27;2,44;2,44;;;;;;;;;;;;;;;;;;;;;;;;
32419;Schwechat                               ;11.550;77,46;132;8.815;1.437;16,30;-7,90;5.020;56,95;-0,99;1.011;11,47;3,83;832;9,44;0,70;67;0,76;0,29;198;2,25;2,25;250;2,84;2,84;;;;;;;;;;;;;;;;;;;;;;;;
32421;Tullnerbach                             ;1.867;80,02;18;1.476;575;38,96;-6,68;412;27,91;-2,59;138;9,35;1,98;272;18,43;3,95;11;0,75;0,21;28;1,90;1,90;40;2,71;2,71;;;;;;;;;;;;;;;;;;;;;;;;
32423;Wolfsgraben                             ;1.138;80,40;8;907;335;36,93;-13,83;218;24,04;-2,20;115;12,68;3,61;173;19,07;6,76;4;0,44;0,22;32;3,53;3,53;30;3,31;3,31;;;;;;;;;;;;;;;;;;;;;;;;
32424;Zwölfaxing                              ;1.135;80,62;21;894;258;28,86;-8,39;387;43,29;-1,45;125;13,98;4,81;76;8,50;0,78;7;0,78;0,44;22;2,46;2,46;19;2,13;2,13;;;;;;;;;;;;;;;;;;;;;;;;
325;Bezirk Zwettl                           ;35.440;85,37;906;29.348;17.344;59,10;-8,21;6.570;22,39;0,62;2.357;8,03;1,78;1.632;5,56;1,73;167;0,57;0,19;560;1,91;1,91;718;2,45;2,45;;;;;;;;;;;;;;;;;;;;;;;;
32501;Allentsteig                             ;1.717;81,07;44;1.348;712;52,82;-6,20;388;28,78;0,06;141;10,46;1,71;45;3,34;0,59;5;0,37;0,09;22;1,63;1,63;35;2,60;2,60;;;;;;;;;;;;;;;;;;;;;;;;
32502;Arbesbach                               ;1.334;83,28;31;1.080;754;69,81;-12,10;135;12,50;1,14;81;7,50;3,14;55;5,09;3,36;4;0,37;0,19;23;2,13;2,13;28;2,59;2,59;;;;;;;;;;;;;;;;;;;;;;;;
32503;Bärnkopf                                ;303;82,84;3;248;62;25,00;-5,15;166;66,94;0,53;3;1,21;0,45;8;3,23;0,56;1;0,40;0,40;4;1,61;1,61;4;1,61;1,61;;;;;;;;;;;;;;;;;;;;;;;;
32504;Echsenbach                              ;973;87,98;32;824;535;64,93;-6,27;157;19,05;0,30;49;5,95;0,19;35;4,25;0,70;3;0,36;0,36;23;2,79;2,79;22;2,67;2,67;;;;;;;;;;;;;;;;;;;;;;;;
32505;Göpfritz an der Wild                    ;1.434;86,96;27;1.220;589;48,28;-8,26;449;36,80;4,37;97;7,95;1,66;54;4,43;0,75;5;0,41;-0,33;14;1,15;1,15;12;0,98;0,98;;;;;;;;;;;;;;;;;;;;;;;;
32506;Grafenschlag                            ;704;85,65;12;591;357;60,41;-9,40;123;20,81;-0,27;43;7,28;2,22;40;6,77;3,73;5;0,85;0,34;14;2,37;2,37;9;1,52;1,52;;;;;;;;;;;;;;;;;;;;;;;;
32508;Groß Gerungs                            ;3.757;84,48;138;3.036;1.814;59,75;-9,85;574;18,91;0,05;225;7,41;1,43;258;8,50;3,92;14;0,46;-0,06;56;1,84;1,84;95;3,13;3,13;;;;;;;;;;;;;;;;;;;;;;;;
32509;Großgöttfritz                           ;1.109;89,18;33;956;570;59,62;-9,20;179;18,72;1,62;106;11,09;1,74;36;3,77;0,97;16;1,67;0,06;28;2,93;2,93;21;2,20;2,20;;;;;;;;;;;;;;;;;;;;;;;;
32511;Gutenbrunn                              ;470;86,60;11;396;146;36,87;-4,29;195;49,24;-0,15;26;6,57;1,97;17;4,29;-0,07;0;0,00;0,00;5;1,26;1,26;7;1,77;1,77;;;;;;;;;;;;;;;;;;;;;;;;
32514;Kirchschlag                             ;554;89,35;7;488;325;66,60;-7,99;108;22,13;4,85;26;5,33;-0,97;9;1,84;0,62;4;0,82;0,62;8;1,64;1,64;8;1,64;1,64;;;;;;;;;;;;;;;;;;;;;;;;
32515;Kottes - Purk                           ;1.272;88,05;23;1.097;703;64,08;-7,94;239;21,79;1,70;59;5,38;0,27;38;3,46;1,04;9;0,82;0,73;18;1,64;1,64;31;2,83;2,83;;;;;;;;;;;;;;;;;;;;;;;;
32516;Langschlag                              ;1.442;85,23;44;1.185;722;60,93;-5,99;297;25,06;0,58;62;5,23;-0,01;48;4,05;1,30;8;0,68;0,42;21;1,77;1,77;27;2,28;2,28;;;;;;;;;;;;;;;;;;;;;;;;
32517;Martinsberg                             ;920;88,37;20;793;434;54,73;-10,04;238;30,01;1,62;78;9,84;5,40;14;1,77;0,00;3;0,38;-0,13;12;1,51;1,51;14;1,77;1,77;;;;;;;;;;;;;;;;;;;;;;;;
32518;Ottenschlag                             ;829;88,18;17;714;441;61,76;-2,64;161;22,55;-1,55;45;6,30;0,34;26;3,64;-1,07;3;0,42;0,14;21;2,94;2,94;17;2,38;2,38;;;;;;;;;;;;;;;;;;;;;;;;
32519;Altmelon                                ;719;80,53;14;565;324;57,35;-9,70;132;23,36;3,43;59;10,44;0,88;15;2,65;0,51;3;0,53;0,20;16;2,83;2,83;16;2,83;2,83;;;;;;;;;;;;;;;;;;;;;;;;
32520;Pölla                                   ;835;81,20;21;657;373;56,77;-9,31;162;24,66;0,91;55;8,37;1,88;24;3,65;0,70;7;1,07;0,63;13;1,98;1,98;23;3,50;3,50;;;;;;;;;;;;;;;;;;;;;;;;
32521;Rappottenstein                          ;1.384;83,60;41;1.116;685;61,38;-7,76;213;19,09;0,38;89;7,97;0,89;81;7,26;2,80;5;0,45;0,19;20;1,79;1,79;23;2,06;2,06;;;;;;;;;;;;;;;;;;;;;;;;
32522;Sallingberg                             ;1.094;87,66;23;936;607;64,85;-7,42;147;15,71;0,37;111;11,86;2,62;27;2,88;0,57;4;0,43;0,22;19;2,03;2,03;21;2,24;2,24;;;;;;;;;;;;;;;;;;;;;;;;
32523;Schönbach                               ;713;91,16;15;635;433;68,19;-7,01;116;18,27;1,68;32;5,04;-0,11;22;3,46;0,72;4;0,63;0,63;14;2,20;2,20;14;2,20;2,20;;;;;;;;;;;;;;;;;;;;;;;;
32524;Schwarzenau                             ;1.204;88,54;30;1.036;471;45,46;-5,94;402;38,80;1,32;81;7,82;1,09;43;4,15;0,32;5;0,48;0,11;11;1,06;1,06;23;2,22;2,22;;;;;;;;;;;;;;;;;;;;;;;;
32525;Schweiggers                             ;1.629;87,29;54;1.368;998;72,95;-9,80;159;11,62;1,56;91;6,65;2,48;49;3,58;1,35;8;0,58;0,00;36;2,63;2,63;27;1,97;1,97;;;;;;;;;;;;;;;;;;;;;;;;
32528;Traunstein                              ;849;83,39;17;691;479;69,32;-3,29;118;17,08;-0,90;47;6,80;0,06;19;2,75;1,35;4;0,58;0,30;5;0,72;0,72;19;2,75;2,75;;;;;;;;;;;;;;;;;;;;;;;;
32529;Waldhausen                              ;1.013;85,98;18;853;518;60,73;-4,80;208;24,38;-1,50;51;5,98;1,16;37;4,34;0,93;6;0,70;0,58;16;1,88;1,88;17;1,99;1,99;;;;;;;;;;;;;;;;;;;;;;;;
32530;Zwettl-Niederösterreich                 ;9.182;84,36;231;7.515;4.292;57,11;-9,53;1.504;20,01;-0,04;700;9,31;2,84;632;8,41;2,51;41;0,55;0,16;141;1,88;1,88;205;2,73;2,73;;;;;;;;;;;;;;;;;;;;;;;;
